Accident_ID,City,Condition,Severity,Day_of_Week,Hour,Injuries,Fatalities
2514,New York,Rain,3,Wednesday,17,1,0
2515,Houston,Clear,1,Friday,17,3,0
2516,New York,Thunderstorm,3,Wednesday,4,2,0
2517,Houston,Snow,2,Tuesday,10,2,0
2518,Houston,Fog,1,Monday,12,3,0
2519,Houston,Fog,1,Sunday,2,1,0
2520,New York,Snow,2,Thursday,16,3,0
2521,Houston,Clear,1,Saturday,17,3,0
2522,New York,Rain,1,Sunday,13,2,0
2523,Houston,Clear,2,Sunday,11,2,0
2524,Phoenix,Snow,3,Thursday,13,2,0
2525,Houston,Snow,1,Monday,17,2,0
2526,Los Angeles,Rain,1,Thursday,19,1,0
2527,Houston,Thunderstorm,3,Friday,1,1,0
2528,Chicago,Thunderstorm,1,Sunday,6,3,0
2529,Houston,Rain,4,Friday,14,7,0
2530,Los Angeles,Thunderstorm,2,Friday,9,6,0
2531,Los Angeles,Fog,1,Wednesday,14,1,0
2532,New York,Thunderstorm,1,Monday,16,0,0
2533,Phoenix,Thunderstorm,1,Friday,10,2,0
2534,Houston,Thunderstorm,1,Tuesday,1,4,0
2535,New York,Fog,1,Friday,20,0,0
2536,Phoenix,Thunderstorm,2,Saturday,17,4,0
2537,Houston,Fog,1,Wednesday,3,0,0
2538,Chicago,Rain,2,Tuesday,8,2,0
2539,Houston,Clear,2,Sunday,16,1,0
2540,Los Angeles,Rain,1,Monday,16,3,0
2541,Los Angeles,Clear,1,Monday,16,1,0
2542,Chicago,Rain,1,Saturday,15,2,0
2543,New York,Clear,1,Sunday,19,1,0
2544,Phoenix,Clear,3,Friday,7,1,1
2545,Houston,Snow,1,Tuesday,22,2,0
2546,Los Angeles,Clear,3,Saturday,14,3,0
2547,New York,Clear,2,Tuesday,0,5,0
2548,Chicago,Snow,2,Friday,18,1,0
2549,Los Angeles,Thunderstorm,2,Sunday,14,3,0
2550,Chicago,Thunderstorm,3,Friday,8,2,0
2551,Houston,Snow,1,Thursday,4,3,0
2552,Phoenix,Fog,1,Thursday,15,1,0
2553,Los Angeles,Clear,2,Friday,12,5,0
2554,Los Angeles,Clear,1,Wednesday,15,3,0
2555,Houston,Snow,2,Saturday,21,3,0
2556,New York,Snow,2,Thursday,10,0,0
2557,Phoenix,Fog,2,Friday,12,3,0
2558,Los Angeles,Thunderstorm,2,Tuesday,5,1,0
2559,Phoenix,Rain,2,Saturday,19,3,0
2560,Los Angeles,Thunderstorm,3,Sunday,16,2,0
2561,Phoenix,Clear,3,Thursday,4,4,0
2562,Chicago,Snow,2,Sunday,16,4,0
2563,Los Angeles,Fog,2,Wednesday,0,3,0
2564,Phoenix,Thunderstorm,3,Saturday,4,4,0
2565,New York,Fog,2,Saturday,4,0,1
2566,Chicago,Thunderstorm,2,Monday,6,1,0
2567,Chicago,Clear,3,Tuesday,15,3,0
2568,New York,Rain,2,Wednesday,17,2,0
2569,Phoenix,Fog,1,Wednesday,5,3,0
2570,Houston,Fog,3,Sunday,1,4,1
2571,New York,Rain,1,Wednesday,12,3,0
2572,Phoenix,Fog,3,Tuesday,9,6,0
2573,New York,Fog,3,Wednesday,20,0,0
2574,New York,Thunderstorm,4,Monday,19,0,0
2575,Los Angeles,Thunderstorm,1,Thursday,10,3,0
2576,Phoenix,Rain,2,Tuesday,20,2,0
2577,Houston,Clear,2,Wednesday,1,3,0
2578,Los Angeles,Fog,1,Friday,7,3,0
2579,New York,Clear,1,Thursday,23,1,0
2580,New York,Rain,2,Sunday,21,1,0
2581,New York,Rain,2,Saturday,18,1,0
2582,Phoenix,Thunderstorm,1,Tuesday,19,4,0
2583,Phoenix,Fog,2,Friday,16,1,0
2584,Los Angeles,Snow,3,Saturday,15,7,0
2585,Houston,Rain,3,Friday,9,4,0
2586,Los Angeles,Fog,4,Wednesday,4,1,0
2587,Chicago,Clear,2,Tuesday,13,2,0
2588,New York,Thunderstorm,4,Sunday,23,1,0
2589,New York,Clear,3,Wednesday,18,1,0
2590,New York,Rain,1,Saturday,3,6,0
2591,Los Angeles,Rain,1,Sunday,19,1,0
2592,Los Angeles,Clear,2,Monday,15,1,0
2593,New York,Rain,2,Friday,23,0,0
2594,Los Angeles,Fog,2,Monday,14,4,0
2595,Phoenix,Rain,2,Saturday,8,2,0
2596,Phoenix,Thunderstorm,3,Wednesday,2,0,0
2597,Los Angeles,Fog,2,Sunday,22,2,0
2598,New York,Snow,1,Sunday,8,6,0
2599,Los Angeles,Rain,3,Sunday,17,3,0
2600,Los Angeles,Rain,1,Thursday,3,1,0
2601,Los Angeles,Thunderstorm,4,Friday,18,1,0
2602,Chicago,Thunderstorm,1,Thursday,23,1,0
2603,Phoenix,Clear,4,Tuesday,3,1,0
2604,Houston,Clear,1,Friday,8,3,0
2605,Houston,Clear,1,Monday,0,4,0
2606,Chicago,Thunderstorm,1,Thursday,0,0,0
2607,Los Angeles,Clear,3,Saturday,19,2,0
2608,Chicago,Clear,3,Tuesday,18,3,0
2609,Chicago,Snow,2,Friday,2,0,0
2610,New York,Clear,4,Sunday,9,4,0
2611,Phoenix,Rain,2,Saturday,11,0,0
2612,Houston,Thunderstorm,2,Tuesday,17,4,0
2613,Los Angeles,Fog,3,Monday,13,2,0
2614,Houston,Snow,1,Sunday,9,5,0
2615,Houston,Thunderstorm,1,Saturday,9,1,0
2616,Phoenix,Thunderstorm,4,Friday,17,1,0
2617,Houston,Rain,4,Tuesday,23,3,0
2618,Houston,Clear,4,Wednesday,0,3,0
2619,Chicago,Rain,4,Friday,14,0,0
2620,Phoenix,Clear,1,Friday,7,1,0
2621,New York,Clear,3,Sunday,2,2,0
2622,Los Angeles,Thunderstorm,2,Friday,17,2,0
2623,Houston,Clear,4,Sunday,8,3,0
2624,Los Angeles,Snow,2,Friday,15,0,0
2625,New York,Snow,2,Wednesday,20,1,0
2626,Los Angeles,Snow,2,Saturday,14,1,0
2627,New York,Thunderstorm,1,Saturday,4,1,0
2628,Chicago,Rain,1,Saturday,12,2,0
2629,Houston,Fog,3,Monday,21,2,0
2630,New York,Clear,3,Wednesday,19,0,0
2631,Los Angeles,Fog,1,Wednesday,6,3,0
2632,Houston,Rain,3,Tuesday,15,2,0
2633,Chicago,Rain,2,Thursday,6,1,0
2634,Houston,Thunderstorm,2,Saturday,21,2,0
2635,New York,Snow,1,Thursday,15,1,0
2636,Chicago,Snow,3,Tuesday,12,2,0
2637,Los Angeles,Rain,3,Wednesday,16,0,0
2638,Chicago,Thunderstorm,2,Tuesday,8,1,0
2639,Chicago,Thunderstorm,2,Friday,11,2,0
2640,Phoenix,Clear,1,Tuesday,12,0,0
2641,Chicago,Snow,2,Tuesday,8,2,0
2642,Chicago,Rain,1,Sunday,4,1,0
2643,Houston,Fog,1,Friday,6,3,0
2644,Los Angeles,Snow,2,Sunday,0,1,0
2645,Houston,Clear,4,Thursday,3,2,0
2646,Houston,Thunderstorm,2,Friday,3,2,0
2647,New York,Rain,1,Monday,15,0,0
2648,Houston,Snow,2,Tuesday,4,2,0
2649,Phoenix,Fog,3,Tuesday,21,3,0
2650,Phoenix,Clear,3,Sunday,3,2,0
2651,New York,Clear,3,Thursday,5,2,0
2652,Los Angeles,Snow,2,Sunday,22,5,0
2653,Los Angeles,Fog,3,Wednesday,2,1,0
2654,Houston,Clear,1,Friday,7,3,0
2655,Houston,Rain,1,Wednesday,16,2,0
2656,Houston,Clear,1,Monday,17,2,0
2657,Los Angeles,Fog,2,Friday,17,4,0
2658,Chicago,Thunderstorm,4,Monday,11,4,1
2659,Phoenix,Thunderstorm,3,Monday,0,2,0
2660,Chicago,Snow,1,Monday,22,3,0
2661,Chicago,Fog,1,Saturday,11,3,0
2662,Los Angeles,Clear,1,Friday,10,3,0
2663,Chicago,Clear,1,Friday,12,2,0
2664,New York,Thunderstorm,2,Saturday,2,0,0
2665,Houston,Thunderstorm,4,Thursday,7,1,0
2666,New York,Rain,4,Saturday,2,1,0
2667,Phoenix,Thunderstorm,2,Tuesday,16,0,0
2668,Houston,Rain,3,Wednesday,12,6,0
2669,Chicago,Clear,2,Wednesday,9,2,1
2670,Phoenix,Rain,1,Monday,16,6,0
2671,Houston,Rain,2,Friday,2,0,0
2672,Chicago,Snow,2,Friday,12,0,0
2673,New York,Thunderstorm,3,Monday,21,0,0
2674,Houston,Rain,1,Tuesday,5,1,0
2675,Chicago,Clear,1,Wednesday,13,0,0
2676,New York,Fog,1,Saturday,9,1,0
2677,Phoenix,Rain,4,Thursday,19,1,0
2678,Phoenix,Thunderstorm,2,Sunday,15,1,0
2679,Phoenix,Snow,3,Tuesday,17,3,0
2680,Phoenix,Clear,3,Friday,12,3,0
2681,Los Angeles,Snow,1,Sunday,9,1,0
2682,Houston,Fog,2,Monday,5,3,0
2683,Houston,Rain,3,Wednesday,9,3,0
2684,Los Angeles,Rain,2,Sunday,4,1,0
2685,Chicago,Thunderstorm,4,Monday,5,2,0
2686,Chicago,Rain,1,Friday,6,5,0
2687,Phoenix,Clear,1,Monday,10,1,0
2688,New York,Fog,3,Saturday,15,1,0
2689,Chicago,Snow,3,Sunday,11,6,0
2690,New York,Fog,4,Sunday,11,4,0
2691,Houston,Rain,2,Wednesday,22,1,0
2692,New York,Snow,4,Monday,19,4,0
2693,Houston,Thunderstorm,3,Wednesday,4,1,0
2694,Los Angeles,Fog,3,Sunday,15,2,0
2695,Los Angeles,Snow,2,Monday,5,4,0
2696,Phoenix,Snow,1,Monday,8,4,0
2697,Chicago,Snow,4,Wednesday,4,0,0
2698,Phoenix,Clear,2,Saturday,20,4,0
2699,Houston,Fog,2,Monday,22,7,0
2700,Phoenix,Snow,2,Saturday,15,0,0
2701,New York,Fog,2,Tuesday,17,1,0
2702,Houston,Snow,2,Thursday,18,0,0
2703,Los Angeles,Thunderstorm,1,Tuesday,11,5,0
2704,Chicago,Thunderstorm,3,Thursday,1,1,0
2705,Houston,Thunderstorm,2,Tuesday,9,1,0
2706,Houston,Rain,2,Thursday,11,1,0
2707,New York,Snow,1,Monday,13,6,0
2708,Chicago,Rain,1,Wednesday,17,3,0
2709,Los Angeles,Fog,1,Wednesday,18,0,0
2710,Houston,Rain,3,Friday,5,1,0
2711,Houston,Fog,1,Thursday,4,5,0
2712,New York,Fog,4,Friday,15,5,1
2713,Phoenix,Fog,1,Saturday,13,3,0
2714,Los Angeles,Rain,1,Saturday,12,2,0
2715,Chicago,Snow,1,Friday,20,2,0
2716,Houston,Rain,1,Thursday,1,0,0
2717,Houston,Snow,3,Wednesday,1,4,0
2718,Los Angeles,Snow,3,Thursday,11,0,0
2719,Phoenix,Fog,2,Saturday,0,0,0
2720,Houston,Rain,1,Monday,18,4,0
2721,Los Angeles,Snow,1,Friday,15,2,0
2722,New York,Thunderstorm,2,Friday,6,6,0
2723,Phoenix,Snow,4,Saturday,20,1,0
2724,Chicago,Thunderstorm,1,Thursday,6,2,0
2725,Houston,Rain,3,Friday,15,2,0
2726,Los Angeles,Rain,2,Wednesday,5,5,0
2727,New York,Rain,1,Friday,17,2,0
2728,Chicago,Snow,2,Thursday,0,5,0
2729,Los Angeles,Clear,1,Saturday,0,1,0
2730,Los Angeles,Snow,3,Wednesday,13,2,0
2731,Chicago,Snow,1,Wednesday,5,1,0
2732,New York,Fog,3,Friday,5,1,0
2733,New York,Fog,1,Thursday,3,2,0
2734,Phoenix,Snow,4,Friday,11,1,0
2735,Houston,Thunderstorm,1,Sunday,17,0,0
2736,Chicago,Fog,3,Monday,9,3,0
2737,Chicago,Snow,3,Saturday,2,3,0
2738,Chicago,Clear,4,Sunday,2,1,1
2739,New York,Thunderstorm,2,Monday,7,1,0
2740,Houston,Rain,3,Wednesday,21,4,0
2741,Phoenix,Snow,1,Friday,22,1,0
2742,Los Angeles,Snow,1,Monday,0,4,0
2743,Los Angeles,Thunderstorm,2,Tuesday,17,2,0
2744,Chicago,Fog,1,Monday,14,1,0
2745,Houston,Fog,4,Friday,20,2,0
2746,New York,Fog,1,Friday,19,5,0
2747,Houston,Rain,2,Saturday,16,1,0
2748,Houston,Thunderstorm,2,Monday,10,1,0
2749,New York,Thunderstorm,2,Friday,12,2,0
2750,Chicago,Fog,2,Friday,19,4,0
2751,Houston,Fog,1,Sunday,9,0,0
2752,Los Angeles,Clear,2,Saturday,12,2,0
2753,New York,Clear,1,Sunday,16,4,0
2754,Phoenix,Snow,4,Saturday,20,2,0
2755,Chicago,Snow,3,Saturday,0,2,0
2756,New York,Thunderstorm,4,Sunday,19,3,0
2757,Phoenix,Thunderstorm,1,Saturday,15,3,0
2758,Phoenix,Rain,1,Tuesday,15,0,0
2759,Houston,Rain,1,Wednesday,20,2,0
2760,Houston,Clear,1,Friday,2,1,0
2761,Houston,Snow,1,Thursday,1,2,0
2762,New York,Clear,2,Saturday,5,0,0
2763,New York,Clear,1,Wednesday,10,5,0
2764,Chicago,Snow,2,Saturday,2,0,0
2765,Houston,Rain,3,Wednesday,0,2,0
2766,Phoenix,Snow,2,Thursday,10,3,0
2767,Los Angeles,Fog,1,Monday,12,5,0
2768,Chicago,Fog,1,Tuesday,4,3,0
2769,New York,Fog,2,Friday,17,2,0
2770,Chicago,Thunderstorm,1,Monday,14,2,1
2771,Chicago,Rain,2,Sunday,17,2,0
2772,Chicago,Rain,1,Thursday,14,0,0
2773,Chicago,Thunderstorm,3,Tuesday,19,7,0
2774,Los Angeles,Clear,3,Tuesday,19,1,0
2775,Houston,Fog,2,Tuesday,19,2,0
2776,Phoenix,Fog,1,Thursday,6,3,0
2777,Chicago,Clear,1,Saturday,16,1,0
2778,Chicago,Snow,3,Saturday,7,3,0
2779,Chicago,Snow,2,Sunday,12,0,0
2780,Houston,Rain,1,Saturday,15,2,1
2781,New York,Thunderstorm,1,Monday,9,2,0
2782,New York,Rain,1,Friday,13,3,0
2783,Los Angeles,Snow,3,Tuesday,5,1,0
2784,New York,Clear,1,Sunday,19,2,0
2785,Chicago,Rain,2,Sunday,21,2,1
2786,Chicago,Fog,2,Tuesday,6,0,0
2787,Chicago,Fog,2,Monday,5,0,0
2788,Los Angeles,Clear,3,Saturday,16,1,0
2789,Chicago,Snow,3,Tuesday,20,4,0
2790,New York,Fog,2,Tuesday,23,3,0
2791,Houston,Fog,1,Thursday,7,3,0
2792,Houston,Thunderstorm,2,Wednesday,11,0,0
2793,Phoenix,Rain,2,Sunday,3,1,0
2794,New York,Snow,2,Monday,9,2,0
2795,Chicago,Rain,2,Monday,5,3,0
2796,Houston,Snow,1,Saturday,6,2,0
2797,New York,Fog,2,Monday,20,1,0
2798,Houston,Thunderstorm,1,Saturday,7,2,0
2799,Chicago,Rain,3,Thursday,2,3,0
2800,Houston,Fog,1,Thursday,7,0,0
2801,Phoenix,Snow,3,Friday,14,1,0
2802,Phoenix,Rain,1,Saturday,20,3,0
2803,Houston,Rain,2,Sunday,0,1,0
2804,New York,Fog,3,Thursday,12,1,0
2805,New York,Rain,1,Saturday,21,2,0
2806,New York,Thunderstorm,3,Sunday,17,2,0
2807,Houston,Thunderstorm,2,Sunday,14,3,1
2808,New York,Fog,2,Monday,6,7,0
2809,Chicago,Snow,1,Friday,14,1,0
2810,Phoenix,Fog,2,Wednesday,2,5,0
2811,Chicago,Thunderstorm,2,Tuesday,13,2,0
2812,New York,Clear,2,Tuesday,19,2,0
2813,Chicago,Clear,2,Friday,3,1,1
2814,New York,Rain,2,Saturday,3,3,0
2815,Houston,Rain,1,Saturday,2,0,0
2816,Chicago,Clear,1,Saturday,4,4,0
2817,Houston,Thunderstorm,1,Wednesday,10,4,0
2818,Houston,Rain,1,Sunday,7,2,0
2819,Los Angeles,Fog,3,Tuesday,1,1,0
2820,New York,Fog,3,Friday,15,0,0
2821,Phoenix,Thunderstorm,1,Saturday,9,1,0
2822,New York,Rain,4,Thursday,17,0,0
2823,Phoenix,Fog,2,Monday,6,1,0
2824,New York,Rain,4,Wednesday,4,2,0
2825,Houston,Rain,3,Saturday,6,6,0
2826,Chicago,Fog,3,Tuesday,20,3,0
2827,Chicago,Clear,1,Monday,5,1,0
2828,Los Angeles,Fog,1,Friday,23,6,0
2829,Phoenix,Thunderstorm,1,Saturday,0,2,1
2830,Phoenix,Snow,3,Tuesday,10,2,0
2831,Phoenix,Fog,1,Monday,12,1,0
2832,Houston,Rain,3,Thursday,11,1,0
2833,Phoenix,Rain,1,Wednesday,0,1,0
2834,Chicago,Fog,3,Friday,20,5,0
2835,Houston,Snow,1,Tuesday,14,0,0
2836,New York,Fog,1,Sunday,0,1,0
2837,Phoenix,Snow,1,Thursday,2,3,0
2838,Phoenix,Snow,2,Wednesday,14,2,0
2839,New York,Thunderstorm,1,Wednesday,8,3,0
2840,Phoenix,Rain,3,Sunday,13,4,0
2841,New York,Rain,1,Thursday,22,1,0
2842,Houston,Snow,1,Tuesday,21,1,0
2843,Chicago,Rain,3,Wednesday,23,1,0
2844,New York,Clear,1,Friday,7,7,0
2845,Los Angeles,Snow,4,Monday,21,0,0
2846,New York,Rain,4,Friday,3,1,0
2847,Phoenix,Clear,1,Saturday,19,0,0
2848,Houston,Thunderstorm,1,Wednesday,19,3,0
2849,Houston,Rain,1,Monday,5,1,0
2850,New York,Clear,3,Thursday,0,0,0
2851,Chicago,Fog,2,Monday,17,3,0
2852,Los Angeles,Fog,2,Monday,5,5,0
2853,Houston,Clear,3,Sunday,13,1,0
2854,Phoenix,Snow,1,Monday,10,3,0
2855,Phoenix,Snow,3,Wednesday,16,4,1
2856,Chicago,Rain,3,Sunday,8,0,0
2857,Houston,Fog,2,Sunday,21,1,0
2858,New York,Snow,3,Saturday,6,1,0
2859,Phoenix,Snow,3,Saturday,13,1,0
2860,Chicago,Fog,1,Sunday,16,1,0
2861,Houston,Thunderstorm,2,Sunday,7,0,0
2862,Houston,Snow,2,Tuesday,15,4,0
2863,Houston,Clear,1,Saturday,11,5,0
2864,Houston,Rain,4,Wednesday,11,1,0
2865,Houston,Snow,1,Tuesday,4,1,0
2866,Phoenix,Snow,2,Thursday,4,3,0
2867,Chicago,Thunderstorm,2,Thursday,13,6,0
2868,Houston,Clear,1,Thursday,5,0,0
2869,Los Angeles,Rain,4,Thursday,6,2,0
2870,Los Angeles,Snow,3,Thursday,22,0,0
2871,Chicago,Rain,2,Friday,20,1,0
2872,New York,Fog,1,Sunday,16,0,0
2873,New York,Snow,1,Wednesday,8,1,0
2874,New York,Snow,1,Tuesday,21,0,0
2875,Los Angeles,Fog,1,Thursday,12,3,0
2876,New York,Thunderstorm,2,Friday,8,2,0
2877,Phoenix,Snow,4,Saturday,15,0,0
2878,Houston,Rain,2,Friday,3,5,1
2879,Los Angeles,Clear,3,Friday,1,3,0
2880,Chicago,Rain,2,Wednesday,12,2,0
2881,Chicago,Thunderstorm,2,Thursday,12,3,0
2882,Houston,Clear,3,Friday,18,1,0
2883,Los Angeles,Rain,2,Sunday,11,3,0
2884,New York,Rain,3,Friday,3,6,0
2885,New York,Fog,1,Thursday,9,0,0
2886,Phoenix,Thunderstorm,1,Wednesday,15,0,0
2887,Phoenix,Fog,3,Friday,23,2,0
2888,New York,Clear,2,Tuesday,18,2,0
2889,Chicago,Fog,3,Monday,7,6,0
2890,Chicago,Thunderstorm,4,Saturday,5,3,0
2891,Phoenix,Snow,1,Monday,3,2,0
2892,Houston,Snow,2,Monday,6,3,0
2893,New York,Clear,1,Wednesday,13,6,0
2894,Phoenix,Snow,2,Friday,12,1,0
2895,Phoenix,Fog,3,Monday,20,2,0
2896,New York,Clear,1,Monday,4,1,0
2897,New York,Thunderstorm,2,Saturday,8,7,0
2898,Chicago,Clear,3,Thursday,2,3,0
2899,Houston,Clear,1,Sunday,9,1,0
2900,Houston,Rain,3,Sunday,14,1,0
2901,New York,Rain,2,Friday,19,3,0
2902,Los Angeles,Clear,4,Friday,20,1,0
2903,Phoenix,Snow,1,Saturday,16,3,0
2904,Phoenix,Rain,1,Thursday,22,1,0
2905,New York,Thunderstorm,2,Friday,23,5,0
2906,Los Angeles,Fog,1,Sunday,5,1,0
2907,Chicago,Rain,4,Sunday,2,3,0
2908,New York,Clear,1,Tuesday,17,4,0
2909,New York,Snow,3,Saturday,4,3,0
2910,Phoenix,Fog,2,Wednesday,12,2,0
2911,New York,Rain,1,Thursday,0,4,0
2912,New York,Snow,1,Saturday,16,2,0
2913,New York,Snow,2,Monday,2,1,0
2914,Phoenix,Snow,2,Friday,18,2,0
2915,Chicago,Clear,1,Tuesday,20,1,0
2916,Chicago,Thunderstorm,4,Sunday,19,2,0
2917,New York,Snow,1,Tuesday,21,1,0
2918,Phoenix,Fog,2,Wednesday,11,0,0
2919,Chicago,Rain,2,Saturday,7,3,0
2920,Chicago,Fog,1,Tuesday,7,1,0
2921,Chicago,Clear,4,Saturday,14,3,0
2922,Phoenix,Clear,1,Friday,10,4,0
2923,Phoenix,Fog,1,Friday,19,4,1
2924,New York,Thunderstorm,1,Sunday,0,2,0
2925,Houston,Clear,2,Tuesday,15,2,0
2926,Chicago,Clear,2,Friday,13,1,0
2927,Houston,Fog,2,Saturday,6,0,0
2928,Phoenix,Clear,1,Sunday,5,3,0
2929,Phoenix,Thunderstorm,1,Friday,20,0,0
2930,Phoenix,Thunderstorm,3,Sunday,3,2,0
2931,Houston,Thunderstorm,1,Monday,21,4,0
2932,Phoenix,Rain,3,Saturday,7,2,0
2933,New York,Thunderstorm,1,Sunday,21,3,0
2934,Phoenix,Thunderstorm,3,Thursday,18,2,0
2935,Los Angeles,Rain,1,Friday,2,4,0
2936,Houston,Snow,2,Friday,3,1,0
2937,Los Angeles,Clear,1,Saturday,12,2,0
2938,Phoenix,Thunderstorm,1,Wednesday,20,1,0
2939,New York,Clear,1,Thursday,1,0,0
2940,Chicago,Fog,1,Sunday,10,1,0
2941,Phoenix,Clear,1,Thursday,15,2,0
2942,New York,Rain,2,Sunday,9,4,0
2943,Houston,Clear,2,Thursday,14,1,0
2944,Los Angeles,Clear,3,Tuesday,9,3,0
2945,Los Angeles,Clear,2,Monday,1,0,0
2946,Los Angeles,Snow,2,Monday,5,5,0
2947,Houston,Snow,2,Wednesday,13,1,0
2948,New York,Fog,2,Thursday,1,6,0
2949,Houston,Rain,2,Thursday,9,1,0
2950,Los Angeles,Clear,3,Friday,16,2,0
2951,Phoenix,Clear,1,Sunday,7,0,0
2952,Chicago,Clear,1,Saturday,15,2,0
2953,Houston,Clear,2,Tuesday,13,1,0
2954,Houston,Snow,1,Tuesday,9,3,1
2955,New York,Fog,3,Wednesday,12,3,0
2956,New York,Thunderstorm,3,Monday,0,0,0
2957,Houston,Rain,1,Thursday,9,5,0
2958,Los Angeles,Clear,1,Saturday,21,2,0
2959,Chicago,Fog,2,Wednesday,11,3,0
2960,New York,Thunderstorm,2,Sunday,16,2,0
2961,Los Angeles,Fog,1,Tuesday,23,0,0
2962,Phoenix,Snow,3,Tuesday,13,1,0
2963,New York,Thunderstorm,2,Tuesday,4,5,0
2964,Los Angeles,Fog,1,Thursday,18,0,0
2965,Los Angeles,Snow,1,Thursday,4,1,0
2966,Chicago,Fog,3,Thursday,14,7,0
2967,Chicago,Fog,1,Friday,12,0,0
2968,Phoenix,Thunderstorm,3,Monday,16,3,0
2969,Los Angeles,Snow,2,Sunday,0,3,0
2970,Los Angeles,Clear,2,Tuesday,13,0,0
2971,Chicago,Rain,3,Tuesday,3,1,0
2972,New York,Thunderstorm,3,Friday,8,0,0
2973,New York,Snow,1,Tuesday,16,2,0
2974,Houston,Fog,1,Sunday,2,1,0
2975,Chicago,Snow,3,Tuesday,12,3,0
2976,Houston,Rain,2,Thursday,11,0,0
2977,Chicago,Rain,1,Thursday,15,2,0
2978,Phoenix,Clear,4,Monday,3,2,0
2979,Los Angeles,Clear,1,Sunday,17,1,0
2980,Phoenix,Rain,1,Sunday,22,4,0
2981,Chicago,Thunderstorm,1,Tuesday,2,1,0
2982,Los Angeles,Thunderstorm,2,Wednesday,16,4,0
2983,New York,Fog,2,Tuesday,0,2,0
2984,New York,Clear,1,Tuesday,18,4,1
2985,Houston,Fog,1,Monday,21,1,0
2986,Chicago,Clear,1,Wednesday,3,3,0
2987,Chicago,Rain,2,Tuesday,16,2,1
2988,New York,Thunderstorm,1,Saturday,6,2,0
2989,Phoenix,Thunderstorm,4,Saturday,1,0,0
2990,Los Angeles,Rain,1,Sunday,11,0,0
2991,Phoenix,Fog,4,Sunday,4,3,0
2992,Phoenix,Fog,1,Wednesday,15,1,0
2993,New York,Snow,3,Saturday,7,4,0
2994,New York,Clear,1,Thursday,22,4,0
2995,New York,Fog,1,Thursday,7,5,0
2996,Houston,Rain,3,Wednesday,12,1,0
2997,Phoenix,Fog,3,Tuesday,13,2,1
2998,Chicago,Thunderstorm,2,Sunday,10,3,0
2999,Los Angeles,Clear,3,Wednesday,5,1,0
3000,Houston,Snow,2,Saturday,15,0,0
3001,Chicago,Clear,3,Wednesday,22,7,0
3002,Phoenix,Thunderstorm,1,Saturday,21,3,0
3003,New York,Thunderstorm,2,Sunday,14,4,0
3004,Phoenix,Thunderstorm,2,Thursday,15,2,0
3005,Los Angeles,Thunderstorm,1,Wednesday,12,3,0
3006,Houston,Rain,3,Sunday,11,0,0
3007,Houston,Snow,1,Sunday,17,2,0
3008,Los Angeles,Thunderstorm,1,Friday,17,4,0
3009,Chicago,Thunderstorm,2,Saturday,13,3,0
3010,Chicago,Fog,2,Friday,1,2,0
3011,Houston,Snow,1,Thursday,21,2,0
3012,Houston,Clear,1,Sunday,1,1,0
3013,New York,Snow,4,Sunday,2,0,0
3014,Chicago,Snow,1,Tuesday,23,2,0
3015,Los Angeles,Snow,2,Saturday,7,3,0
3016,Chicago,Thunderstorm,3,Tuesday,10,1,0
3017,New York,Thunderstorm,2,Thursday,11,1,1
3018,Houston,Rain,4,Tuesday,3,2,0
3019,Houston,Clear,3,Sunday,8,1,0
3020,New York,Fog,2,Saturday,23,0,0
3021,Los Angeles,Snow,2,Monday,16,1,0
3022,Houston,Clear,2,Saturday,23,3,1
3023,Phoenix,Clear,2,Saturday,15,2,0
3024,Houston,Rain,3,Friday,16,0,0
3025,Phoenix,Fog,1,Monday,14,1,1
3026,New York,Snow,1,Monday,19,7,0
3027,New York,Fog,1,Monday,21,0,0
3028,Houston,Rain,1,Saturday,6,0,0
3029,Chicago,Thunderstorm,1,Thursday,9,0,0
3030,Phoenix,Clear,3,Monday,3,0,0
3031,Los Angeles,Snow,2,Wednesday,23,5,0
3032,Houston,Thunderstorm,2,Tuesday,23,3,0
3033,Los Angeles,Rain,2,Thursday,13,3,0
3034,Houston,Fog,3,Wednesday,13,2,0
3035,Chicago,Clear,2,Saturday,13,3,0
3036,Chicago,Snow,3,Saturday,13,2,0
3037,Chicago,Thunderstorm,1,Wednesday,21,0,0
3038,Chicago,Thunderstorm,4,Friday,19,0,0
3039,New York,Clear,2,Friday,17,1,0
3040,New York,Fog,1,Wednesday,14,3,0
3041,Phoenix,Rain,2,Friday,22,3,0
3042,Los Angeles,Fog,2,Tuesday,18,1,0
3043,Houston,Fog,1,Tuesday,12,3,0
3044,Houston,Fog,2,Saturday,11,2,0
3045,New York,Clear,1,Friday,18,3,0
3046,Houston,Clear,1,Monday,18,2,0
3047,New York,Rain,4,Wednesday,19,2,0
3048,Phoenix,Fog,2,Tuesday,1,2,0
3049,Los Angeles,Clear,3,Sunday,20,2,0
3050,Phoenix,Rain,2,Friday,2,2,0
3051,Chicago,Rain,1,Sunday,9,1,0
3052,Chicago,Fog,2,Friday,4,1,0
3053,Chicago,Snow,2,Tuesday,11,0,0
3054,Phoenix,Fog,4,Tuesday,6,2,0
3055,Houston,Snow,1,Monday,8,2,0
3056,Los Angeles,Rain,3,Friday,1,1,0
3057,Chicago,Clear,4,Friday,9,1,0
3058,Chicago,Thunderstorm,2,Thursday,5,0,0
